title,u-time,content
"8 killed as Israel strikes Gaza tunnel, Palestinian Health Ministry says",,"
      Eight people were killed when the Israeli military struck a tunnel leading into Israel from Gaza, according to the Palestinian Ministry of Health in Gaza.
  
      The Israeli Army said earlier it had “neutralized a terror tunnel” leading into southern Israel from Khan Younis in the south of Gaza.
  
      Israeli Army spokesman Lt. Col. Jonathan Conricus said the tunnel, which he described as kilometers away from the nearest Israeli village of Kissufim, had been detonated on the Israeli side of the Israel-Gaza border, close to the security fence that separates the two territories.
  "
HR McMaster: 'I'm not sure' if Trump will move embassy in Israel,,"""I'm not sure what decision he'll make. We've given him options,"" H.R. McMaster said. Trump could announce as early as Tuesday"
Key US allies warn Trump about Jerusalem announcement,,"The announcement, expected this week, would fulfill a Trump campaign promiseSaudis' US ambassador and French President Macron express concerns
      Two major US allies registered their concern about reported plans by President Donald Trump to recognize Jerusalem, in whole or in part, as the capital of Israel.
  "
Banksy artwork in Bethlehem takes aim at Balfour Declaration,,"A new event in Bethlehem by British street artist Banksy made a pointed statement about the creation of IsraelIt included a sarcastic mural by Banksy and an appearance by a Queen Elizabeth impersonator 
      It was a royal reveal of sorts. A red curtain concealed a small section of the large concrete wall Israel has built around much of the West Bank. A frail-looking Queen Elizabeth II  – not the real one – greeted guests at a dystopian party outside the Walled Off Hotel, which is owned by reclusive British street artist Banksy.
  "
Turkey joins US allies in warning Trump not to recognize Jerusalem,,"
      Turkey has joined a growing chorus of key US allies in warning President Donald Trump about the perils of recognizing Jerusalem as the capital of Israel, describing it as a “fatal mistake” that would spark fresh conflict in the Middle East. 
  
      Turkish President Recep Tayyip Erdogan said Tuesday that a reported plan for such recognition, in whole or in part, would be a “red line for Turkey” and could lead to Ankara cutting diplomatic ties with Israel. 
  
      “As the temporary president of the Islamic Cooperation Organization, we will follow this issue very closely,” Erdogan said at his party’s weekly meeting in the Turkish capital.  
  "
White House: Jerusalem embassy move a 'recognition of reality',,"The President is expected Wednesday to recognize Jerusalem as Israel's capitalThe move is roiling US allies because it could destabilize the region
      President Donald Trump will recognize Jerusalem as the capital of Israel on Wednesday and direct the State Department to begin the process to move the US embassy from Tel Aviv to Jerusalem, senior administration officials said.
  "
How a mutual enemy is changing Israel-Saudi relations,,"
      The two former spymasters sat an arm’s length apart. Both appeared calm and relaxed, neither suspicious of the other. Occasionally, they laughed with the crowd gathered at a synagogue in New York’s Upper East Side.
  
      The panel discussion in October was about the future of the Middle East. At one end sat Efraim Halevy, who led Israel’s Mossad at the turn of the century. Next to him was Prince Turki bin Faisal al Saud, who headed Saudi Arabia’s intelligence agency for 24 years.
  
      A few years ago, such a meeting would have seemed inconceivable. To this day, Israel and Saudi Arabia don’t have diplomatic relations. Until recently, any ties between the two countries, if they existed, were never discussed openly.
  "
Palestinians freeze communications with Trump administration,,"
      The Palestinian leadership has frozen communications with the Trump administration following the White House’s threat to close the office of the Palestine Liberation Organization (PLO) in Washington.
  
      Ashraf Khatib, a spokesman for the PLO Negotiations Affairs Department, confirmed the move to CNN on Tuesday.
  
      The decision comes after the Trump administration threatened to shut down the PLO office last week, citing a rarely invoked 2015 law saying that if the Palestinians move against Israel at the International Criminal Court (ICC), the US can close the PLO’s base in the US capital. 
  "
"Haley: Despite Jerusalem announcement, US won't 'weigh in' on city boundaries",,"""We don't want to pick a side on this,"" Haley said.She also said Jewish settlements are 'not a good idea'
      US Ambassador to the UN Nikki Haley said that despite President Donald Trump’s recognition of Jerusalem as Israel’s capital, the US will not take sides on ownership of the eastern and western portions of the city, including the boundaries of the Old City.
  "
"5 things for December 6: Jerusalem, Olympics, John Conyers, Roy Moore, wildfires",,"
      Here’s what you need to know to Get Up to Speed and Out the Door. You can also get “5 Things You Need to Know Today” delivered to your inbox daily. "
UN Ambassador Haley cites 'will of American people' on Jerusalem decision,,"
      US Ambassador to the United Nations Nikki Haley on Sunday cited “the will of the American people” in defending President Donald Trump’s decision to recognize Jerusalem as Israel’s capital and move the US Embassy there.
  
       “For 22 years you have had presidents and the American people ask for the embassy to be moved, and no president – not Clinton, not Bush, not Obama – actually had the courage to make that move and listen to the will of the American people,” Haley said on CNN’s “State of the Union.” 
  
      "
"More say fight against ISIS going well, but terror concerns linger",,"49% say U.S. should not move embassy in Israel to Jerusalem, 36% say move itAlmost three-quarters say transgender people should be allowed to serve in the US militarySharp partisan shifts in concern over terrorism, view of fight against ISIS"
"5 things for December 7: Wildfires, Trump Jr., Jerusalem, same-sex vows, entitlements",,"
      Here’s what you need to know to Get Up to Speed and Out the Door. You can also get “5 Things You Need to Know Today” delivered to your inbox daily. "
Israel plans a Trump rail station as Trump-naming frenzy sweeps country,,It's a way to thank Trump for recognizing Jerusalem as Israel's capitalTrump's decision was rejected by the vast majority of UN countriesThe Old City is the most sensitive point in the Israeli-Palestinian conflict
'Jerusalem is our right': Palestinians enraged by Trump decision,,"
      Disillusioned and disappointed Palestinians took to the streets in the West Bank, Gaza and Jerusalem on Thursday following US President Donald Trump’s decision to recognize Jerusalem as the capital of Israel.
  "
"Trump threatens aid to Palestinians, appears to contradict himself on Jerusalem",,"Trump became the first sitting US President to recognize Jerusalem as Israel's capitalHis tweets signal he has grown frustrated with Palestinians' refusal to partake in a US-led peace process
      President Donald Trump raised the prospect Tuesday of cutting off aid to the Palestinian territories unless Palestinian leaders agree to resume negotiations to broker a peace deal with Israel.
  "
Trump's Jerusalem decision puts the Middle East on knife's edge,,"
  Editor’s Note: Wardah Khalid is an analyst, activist, and speaker on Middle East, refugee, and Muslim-American issues. Follow her on Twitter "
Why declaring Jerusalem the capital of Israel is so controversial,,"
      US President Donald Trump recognized Jerusalem as Israel’s capital on Wednesday and announced plans to relocate the US embassy there, upending seven decades of US foreign policy in a move expected to inflame tensions in the region and unsettle the prospects for peace.
  
      Trump also signed a waiver officially delaying the move of the US embassy from Tel Aviv to Jerusalem for six months, a National Security Council official said. But the State Department’s security arm is planning for potentially violent protests at US embassies and consulates. 
  
      CNN’s Oren Liebermann, who is based in Jerusalem, walks us through what’s at stake.
  "
Trump's Jerusalem decision: How the world reacted,,"
      Top Palestinian officials condemned US President Donald Trump’s recognition of Jerusalem as Israel’s capital, saying the decision would bolster extremists’ calls for holy wars and delegitimize the United States as an arbiter in the peace process. 
  "
Palestinian moms: 'Why is Trump punishing our children?',,"
      Outside the Ramallah Elementary School in Beirut’s Shatila refugee camp, Palestinian mothers wait for the clock to hit noon. Overhead, electric wires crisscross with water tubes. A mural of Jerusalem’s Dome of the Rock adorns the outer walls of the school as the blue United Nations flag stands atop the gate. 
  
      Children dressed in striped blue uniforms squeeze through a steel door, erupting into giggles as they greet their relatives and make their way home. It would have been an average Wednesday at Ramallah had US President Donald Trump’s recent tweets not filled the mothers here with a sense of foreboding. 
  
      On Tuesday, Trump said the US pays the Palestinians “HUNDRED OF MILLIONS OF DOLLARS a year and get no appreciation or respect. They don’t even want to negotiate a long overdue peace treaty with Israel … with the Palestinians no longer willing to talk peace, why should we make any of these massive future payments to them?” 
  "
"Trump admin settles on facility for Jerusalem embassy, plans to move as early as next year",,"
      The Trump administration has settled on a location for the new US embassy in Jerusalem and plans to move into the facility by 2019, two senior administration officials tell CNN. 
  
      Rather than design and build a new embassy compound, which officials say could take several years and cost as much as a billion dollars, the State Department has decided to retrofit an existing US consular facility in the West Jerusalem neighborhood of Arnona, which sits near the Green Line, the de facto border of Israel before the 1967 war. 
  
      The scaled-down plan for the embassy will cut costs and allow Ambassador David Friedman and his staff to move there as early as next year after some security enhancements are made. 
  "
Palestinian leaders advise suspending recognition of Israel,,"
      Palestinian leaders have called on the Palestinian Liberation Organization (PLO) to suspend its recognition of Israel just days after Palestinian Authority President Mahmoud Abbas urged the group to “revise” its agreements with the Jewish state. 
  
      Abbas is head of the PLO, which formally represents all Palestinians. The Palestinian leadership has ratcheted up its criticism of Israel and the US since President Donald Trump’s controversial announcement that Washington recognizes Jerusalem as Israel’s capital.
  
      A PLO Central Council statement on Monday called on the organization to suspend its recognition of Israel, first affirmed by the Palestinian body in 1993, until Israel recognized the state of Palestine, based on borders that existed before the Six-Day War of 1967. The council also demanded that Israel revoke a decision to annex East Jerusalem and cease settlement activity in the West Bank. 
  "
Trump again threatens to cut off aid to Palestinians,,"Trump said Palestinians disrespected the US by not agreeing to meet with PenceHe declared Jerusalem ""off the table"" in negotiations 
      "
Erykah Badu said something controversial? Have you met her?,,"
      People are in an uproar over the actions of Erykah Badu, but if you have at all followed her career you know it’s not the first time.
  
      The singer has been catching heat on social media for comments she made in an interview with Vulture published Wednesday"
Protests break out following Trump's Jerusalem decision,,"
      Dozens of people were injured in the West Bank on Thursday as Palestinian protesters clashed with Israeli security forces over US President Donald Trump’s controversial decision on Jerusalem.
  
      Trump on Wednesday announced that the US recognized Jerusalem as the capital of Israel"
Why moving the US embassy to Jerusalem is so controversial,,"
      US President Donald Trump’s pledge to declare Jerusalem as the capital of Israel has caused controversy across the world.
  
      Trump could announce the move as early as Tuesday, US officials with direct knowledge of the matter and foreign diplomats have told CNN. "
"Abbas slams US, others in defiant speech",,"
      Palestinian Authority President Mahmoud Abbas appears to have confirmed reports that the Trump administration has earmarked Abu Dis, a town adjacent to Jerusalem, as the capital of a future Palestinian state, during a speech to the PLO Central Council.
  
      “Jerusalem is the eternal capital of the state of Palestine,” Abbas told delegates at a meeting on Sunday called to discuss the United States’ recognition of Jerusalem as the capital of Israel"
UN Palestinian aid agency says US cuts spark worst-ever financial crisis,,"
      The UN agency tasked with assisting Palestinian refugees says the Trump administration’s decision to cut funds to the organization has sparked its largest-ever financial crisis.
  
      The decision drew condemnation from Palestinians, praise from Israel, and expressions of deep concern from UN officials and refugee groups. It came two weeks after US President Donald Trump raised the prospect of cutting US aid to Palestinians in a series of tweets.
  
      The United Nations Relief and Works Agency (UNRWA) will launch a global fundraising campaign to fill in budget gaps left behind by the US administration’s decision to withhold $65 million, roughly half of the amount it was due to receive from the US this month.
  "
World leaders are starting to go around Trump,,"
  Editor’s Note: David A. Andelman is a visiting scholar at the Center on National Security at Fordham Law School and director of its Red Lines Project. He also is a contributor to CNN and a columnist for USA Today, and author of “A Shattered Peace: Versailles 1919 and the Price We Pay Today.” He was a foreign correspondent for The New York Times and CBS News in Asia and Europe. Follow him on "
"'I will not shut up,' Haley tells Palestinian negotiator",,"
      Pledging she “will not shut up,” US ambassador to the United Nations Nikki Haley said Tuesday that the Trump administration will not change its decision to move the US embassy in Israel to Jerusalem.
  
      But her message at the UN Security Council went unheard by Palestinian leader Mahmoud Abbas, who opted to leave the chamber prior to Haley’s remarks. 
  
      Abbas exited the meeting shortly after he addressed the Security Council – calling out the US for failing to clarify its stance on a two-state solution and keeping the Palestine Liberation Organization on the terror watch list.
  "
Thomas Struth: Revealing images from a master of photography,,
Tillerson's Mideast tour: messenger without a message,,"
      If President Donald Trump was out to punish his Secretary of State Rex Tillerson, he’s found just the thing. 
  
      Tillerson is currently on a tour of a Middle East "
India's balancing act as Modi heads to Ramallah,,"
      There was a hug on the tarmac, a visit to the Taj Mahal and even a selfie with some of Bollywood’s finest.
  "
Trump is heading for ultimate failure in Middle East peace bid,,"
  Editor’s Note: Aaron David Miller is a vice president and distinguished scholar at the"
A Palestinian high school threatened by Trump funding cuts,,"
      At Beirut’s Galilee Secondary School, around 50 Palestinian teenagers are crammed into a single classroom in a haphazard arrangement of desks. The paint comes off walls scrawled with notes from generations of kids who studied here.
  
      For decades, Palestinian refugees in Lebanon have been inculcated with the idea that their education is key. In a country where they are at best second-class citizens, learning is their best bet to escape poverty. 
  
      At recess, the teenagers disperse into social cliques, gather around smartphones and exchange banter across the basketball court. “So, what are you going to get me for Valentine’s day?” one boy jests as he sits next to a girl who, embarrassed and laughing, takes refuge behind her long hair.
  "
US plans to move embassy to Jerusalem in May,,"
      The Trump administration will move its US Embassy in Israel from Tel Aviv to Jerusalem in May, the State Department announced Friday, coinciding with Israel’s 70th anniversary.
  
      While symbolically important, the move is likely a preliminary step in a broader relocation effort initiated by the administration in December, which Secretary of State Rex Tillerson has said will take “years.”
  
      The embassy will first be set up in an existing US facility in the West Jerusalem neighborhood of Arnona that “will contain office space for the Ambassador and a small staff,” State Department spokeswoman Heather Nauert said in a statement announcing the plan. The facility will function as the official embassy while plans to secure a permanent location and design a building are drawn up.
  "
"Fleeing Africa to safety, then labeled as an 'infiltrator' in Israel",,"
      Monim Haroon knew the men were coming.
  
      Paralyzed with fear, the 11-year-old boy living in Sudan knew there was only one option if he was to escape with his life – to dress like a woman.
  
      The Janjaweed, a Sudanese government-backed militia, did not hesitate in their pursuit of killing young men.
  "
"Israeli forces kill three Palestinians amid protests along Gaza border, says Palestinian Ministry of Health",,"
      Israeli forces shot and killed three Palestinian men during protests along the Israel-Gaza border on Friday, according to the Palestinian Ministry of Health.
  
      Abdul Salam Baker, 29, was shot and killed near Khan Younis in the south of Gaza, the ministry said. Hospitals received the bodies of two other men, the ministry said. Both are currently unidentified.
  
      "
UN Middle East envoy slams killing of Palestinian teen in Gaza,,"
      UN Middle East envoy Nickolay Mladenov expressed anger over the killing of a teenage boy in Gaza on Friday during protests along the Israel-Gaza border.
  
      Israeli forces killed Mohammed Ayyoub, 15, near Jabaliya in northern Gaza during demonstrations there, according to the Palestinian Ministry of Health.
  
      “It is OUTRAGEOUS to shoot at children! How does the killing of a child in Gaza today help peace?” Mladenov said on Twitter. “It doesn’t! It fuels anger and breeds more killing. Children must be protected from violence, not exposed to it, not killed! This tragic incident must be investigated,” Mladenov tweeted.
  "
Moving US embassy to Jerusalem could help end the conflict,,"
  Editor’s Note: Daniel B. Shapiro served as U.S. Ambassador to Israel and Senior Director for the Middle East and North Africa at the National Security Council in the Obama Administration. He is Distinguished Visiting Fellow at the Institute for National Security Studies in Tel Aviv. The opinions in this article belong to the author.
"
"Our long war with jihadist terrorism started this way, exactly 25 years ago",,"
  Editor’s Note: Peter Bergen is CNN’s national security analyst, a vice president at New America and a professor of practice at Arizona State University. He is the author of “"
"Israeli trauma experts help counselors in Parkland, Florida",,"Members of the Israel Trauma Coalition went to parkland to counsel the local counselorsOne of the pillars of their advice is to try to return to normalcy as quickly as possible
      In the northern Israel town of Alon HaGalil one recent afternoon, a clinical psychologist and former Israeli special forces member named Yotam Dagan was worrying about how the students at Marjory Stoneman Douglas High School in Parkland, Florida, are going to react the next time the school holds a fire drill.
  "
Jerusalem gets first road sign for new US Embassy,,"
      One week before the formal opening of the US Embassy in Jerusalem, the city has posted the first signs officially pointing visitors to the facility’s location. 
  
      Jerusalem Mayor Nir Barkat posted a picture of himself near the new sign on his Facebook page, writing, “This is not a dream – it’s reality! This morning, I am proud and excited to install the first signs for the US embassy, which will open next week in Jerusalem.”
  
      Written in Hebrew, Arabic and English, the signs direct visitors to what is now the consulate in the Arnona neighborhood, south of the historic Old City of Jerusalem. On Monday, May 14, the building will officially become the US Embassy in Israel, in a move President Donald Trump promised during his campaign.
  "
US Embassy opening in Jerusalem is nail in coffin of peace process,,"
  Editor’s Note: James Zogby is co-founder and president of the "
Palestinian teen activist Ahed Tamimi agrees to 8-month plea deal,,"
      Palestinian teenager Ahed Tamimi, who was videotaped slapping and kicking an armed Israeli soldier at her family’s West Bank home, will serve eight months in prison, following a plea deal her defense attorney reached with military prosecutors on Wednesday evening.
  "
Turkey's Erdogan calls Jerusalem US Embassy move 'huge mistake',,"
      A week before the formal opening of the US Embassy in Jerusalem, Turkish President Recep Tayyip Erdogan described the decision to move the office as a “huge mistake.”
  "
Gulf widening between US and key allies over Gaza,,"
      The gulf between Washington and the rest of the world widened Tuesday as a majority of UN countries expressed their distress and anger about violence along the Israeli-Gaza border, while US Ambassador to the UN Nikki Haley offered a staunch defense of Israel and blamed Hamas.
  
      The chasm was most marked as eight members of the European Union lined up at the United Nations to call on Israel to restrain from using excessive force, on Hamas to ensure protests in Gaza remain non-violent and for a political resolution to tensions that left 61 people, including 8 children, dead"
Anger in Israel after Argentina cancels soccer match,,"
      Argentina has called off a pre-World Cup exhibition match with Israel following political pressure and claims of threats towards players, sparking outrage from Israeli officials. 
  
      Argentina’s players decided to pull out of the game, which was scheduled to take place in Jerusalem on Saturday, “in solidarity” with superstar teammate Lionel Messi, Argentinian President Mauricio Macri told CNN en Español on Wednesday.
  
      Palestinian officials were outraged by the decision to hold the match in the contested city. On Sunday, Palestinian Football Association chief Jibril Rajoub launched a campaign against the Argentine Football Association (AFA) – and specifically Messi – and called on people to burn T-shirts of the soccer player.
  "
Anthony Bourdain's fans leave tributes at the restaurant where it all began,,"
      Anthony Bourdain’s fans turned the restaurant where he shot to fame as a chef into a memorial, leaving roses and notes at New York’s Brasserie Les Halles.
  
      Bourdain died "
The unassuming building that exposes bitter Middle East divide,,"
      With its historic churches, mosques and temples, Jerusalem is a city accustomed to tension, capable of igniting a region that has known centuries of conflict. Sacred ground is sensitive ground, and Jerusalem is most sacred of all.
  
      Normally, the discord originates around the holy sites of the Old City, one densely packed square-kilometer surrounded by 700-year-old walls. 
  
      This time it’s an unassuming building, tucked into a hill about a mile south of the white limestone of the Old City, at the epicenter of an ongoing political and diplomatic earthquake. 
  "
The dream of 'peace in our time' in the Middle East died on Monday,,"
      The triumphal parade of trucks and cars crawled from the Rafah border crossing with Egypt to Gaza City. I had scrambled into the back of a truck with Palestinian security forces not far behind the black Mercedes that carried a beaming, waving the V-for-victory sign, laughing Yasser Arafat in the car’s sunroof. Women ululated and threw flowers. Children on their fathers’ shoulders waved their arms. Boys and girls ran alongside the motorcade. The date was the first of July 1994: Arafat was returning to Gaza after 27 years in exile.
  
      Less than a year after the signing of the Oslo Peace Accords"
Hundreds in months-long Gaza protests crippled for life by Israeli gunfire,,"
       A bloody scalpel in his hand, the surgeon pauses over the gaping wound in his patient’s right leg. 
  
      “The entry point is very small,” explains Dr. Bassam Harasha. “But inside the tissue this type of bullet is doing explosion, and this explosive effect of this bullet is doing massive destruction in the tissue and the bone so most of the patients, they underwent amputation. We have no chance to save the limb like other bullet injuries, traditional bullet injuries outside this area.”
  
      He goes back to scraping off scraps of bloody flesh. Harasha has come from Jordan as a volunteer to Gaza City’s Al-Shifa Hospital. And he’s very busy.
  "
Jerusalem and Gaza -- A world apart,,"
      There is a growing canyon between Israelis and Palestinians. They live right next to each other, but couldn’t be farther apart. At no time is that on clearer, starker display than this week.
  
      In Gaza, at least 55 Palestinians have been killed"
US seeking fundamental changes at UN agency supporting Palestinians,,"
      President Donald Trump’s administration believes the United Nations agency tasked with supporting Palestinian refugees “has perpetuated and exacerbated the refugee crisis,” a senior Trump administration official said Monday.
  
      Much of the Trump administration’s Middle East peace plan remains a closely-guarded secret, but emails newly leaked to Foreign Policy magazine and a statement from a senior administration official are shedding light on the administration’s dim view of the UN’s Palestinian refugee agency, known as UNRWA. 
  
      “UNRWA’s mandate has perpetuated and exacerbated the refugee crisis and must be changed so the Palestinian people can reach their full potential,” a senior administration told CNN in a statement on Monday.
  "
"Albert Einstein railed against racism. Now, his travel diaries reveal he had a racist streak",,"
      A series of travel diaries written by famed physicist and anti-racism campaigner Albert Einstein – and now published in English for the first time – reveal that the scientist held racist and xenophobic views of his own.
  
      Einstein, who died in 1955, describes the Chinese as “industrious, filthy, obtuse people,” remarking how they “don’t sit on benches while eating but squat like Europeans do when they relieve themselves out in the leafy woods.”
  
      They are “a peculiar herd-like nation,” he writes, “often more like automatons than people.”
  "
Israel defends Gaza crackdown as Palestinians bury their dead,,"
      Thousands of Palestinians gathered Tuesday for the grim task of burying the 60 protesters killed by Israeli troops at the Gaza border, as Israel faced international condemnation over the deaths.
  "
Prince William staying in same Jerusalem hotel room as Trump did,,"
      It’s a room fit for a prince – or a US president, for that matter. 
  
      The $5,500-a-night hotel suite in Jerusalem that the Duke of Cambridge will be calling home for the next three days is the same one Donald Trump stayed in during his visit in May, CNN has learned.
  
      The plush room – replete with bomb-proof windows – is on the top floor of the King David Hotel with views across the Old City, Sheldon Ritz, director of operations at the hotel, "
Colombia recognizes Palestine as sovereign state,,"
      Colombian President Iván Duque is facing a diplomatic row with Israel in his first week in office after the outgoing government recognized Palestine just days before the end of its term.
  
      The announcement was made public Wednesday, with the release of a letter to Palestinian Foreign Minister Riyad Malki. The letter was written on August 3 and signed by then-foreign minister María Ángela Holguín Cuéllar. 
  
      “I would like to inform you that in the name of the government of Colombia, President Juan Manuel Santos has decided to recognize Palestine as a free, independent and sovereign state in the name of Colombia,” the letter said. 
  "
Dozens die in Gaza as US Embassy opens in Jerusalem,,
Jeremy Corbyn slammed by Netanyahu over wreath-laying ceremony,,"
      Israeli Prime Minister Benjamin Netanyahu has taken the unusual step of criticizing a UK opposition politician after pictures emerged showing the Labour Party leader at a 2014 wreath-laying ceremony for terrorists who killed Israeli athletes in the 1970s.
  
      In a tweet, the Israeli leader said that Jeremy Corbyn deserved the “unequivocal condemnation” for his part in the ceremony, which took place at the grave of the perpetrators of the 1972 Munich massacre, in which 11 Israeli Olympians were murdered by Palestinian militants.
  
      “The laying of a wreath by Jeremy Corbyn on the graves of the terrorist who perpetrated the Munich massacre and his comparison of Israel to the Nazis deserves unequivocal condemnation from everyone – left, right and everything in between,” the Israeli leader said in the post.
  "
Anti-Semitism is so bad in Britain that some Jews are planning to leave,,"
      Mark Lewis, a famed libel and privacy lawyer, is leaving Britain. Worn down by years of anti-Semitic abuse and death threats, he has decided enough is enough. 
  
      The 53-year-old plans to begin a new life in Israel with his partner, Mandy Blumenthal, by year’s end. Both were born and raised in England. Both are very ready to leave.
  
      “I just want to get out of here. It’s a massive thing to do but I’ve actually had enough,” Lewis said. “People might dislike me in Israel because of my political views, might think I’m too right-wing or left-wing or whatever, but they are not going to dislike me for being Jewish.”
  "
"US threatens sanctions against International Criminal Court, will close PLO office in Washington",,"
      US national security adviser John Bolton announced Monday that the US will use “any means necessary” to protect its citizens and allies from prosecution by the International Criminal Court.
  
      “United States will use any means necessary to protect our citizens and those of our allies from unjust prosecution by this illegitimate court,” including tariffs and prosecution, Bolton said in a speech to the Federalist Society in Washington, DC.
  
      Bolton blasted the ICC as “ineffective, unaccountable,” “outright dangerous” and “contrary to American principles,” and said the US “would respond against the ICC and its personnel to the extent permitted by US law.”
  "
US ends all funding to UN agency for Palestinian refugees,,"
      The United States is ending all funding to the United Nations agency tasked with supporting Palestinian refugees, the US State Department said Friday, describing the body as “irredeemably flawed.”
  
      The United States has long been the biggest single donor to the United Nations Relief and Works Agency for Palestine Refugees in the Near East, known as UNRWA, donating more than $350 million to the agency in 2017.
  
      The agency offers educational, health and social services across the West Bank, Gaza, Jordan, Syria and Lebanon to more than 5 million  registered Palestinian refugees. It educates about 500,000 children in nearly 700 schools and its doctors see more than 9 million patients in nearly 150 primary health clinics every year.
  "
Nashville police find 2 men to question in 3 fatal shootings,,"
      Nashville police were holding two men Monday night who were wanted for questioning in shootings that left three people dead. 
  
      Officials said they took Demontrey M. Logsdon, 20, into custody at a Nashville residence, and Lacory C. Lytle, 24, turned himself in at a precinct. 
  
      Logsdon was arrested on an outstanding warrant for aggravated kidnapping. Police say he accompanied another man who kidnapped a woman on Friday.
  "
Syria reveals fate of people thrown into 'slaughterhouse' jails,,"
      No man will see Huda Halasi’s face or hear her voice while she goes through her four-month grieving period. She sits in a side room of her house in Aleppo province, surrounded only by her female relatives. Her eyes are fiery but her voice never rises above a whisper. For six years, she and her family agonized over her husband’s fate. His whereabouts and conditions were shrouded in mystery. 
  
      Until one day in early August, the Syrian government issued his death certificate.
  
      “We don’t know when he died exactly,” Huda says to her relative.
  "
Israel praises US halt to Palestinian refugee aid; PLO slams the move,,"
      Israel on Saturday praised the United States’ decision to end funding for the UN agency responsible for providing education, health care and other services to Palestinian refugees, while Palestinian officials said the move threatened peace in the region. 
  "
Trump administration revokes Palestinian envoy's US residency permit,,"
      The Trump administration has revoked the residency permits and closed the bank accounts of the Palestine Liberation Organization’s (PLO) representative to the United States, Husam Zomlot, as well as those of his family, according to Palestinian officials.  
  
      The move comes a week after the White House announced the closure of the PLO office in Washington. 
  
      Employees of the mission were ordered to cease all operations and given until October 13 to vacate the premises.
  "
Frank Foley: Statue for man who saved thousands of German Jews,,"
      A former British spy who saved thousands of Jews from death in Nazi Germany will be honored with a statue in his memory on Tuesday.
  
      Frank Foley, a former officer with the Secret Intelligence Service, or MI6, who served in both World Wars, saved more than 10,000 people from the Nazis during his time working in Berlin.
  
      Prince William, the Duke of Cambridge, will unveil the statue in Stourbridge, the West Midlands English town where Foley died in 1958.
  "
Three Gaza teens killed in Israeli airstrike; IDF says they were planting bombs,,"
      An Israeli airstrike killed three young Palestinian teenagers near the fence that separates Gaza and Israel on Sunday evening, according to the Palestinian Ministry of Health.
  
      The health ministry named the boys as Khalid Abu Sa’ed, 14, Abdel Hameed Abu Zahir, 13, and Mohammed al-Satari, 13. They were from the city of Deir Al Balah in the central Gaza Strip.
  
      The Israel Defense Forces (IDF) said one of its aircraft opened fire on three people who appeared to be trying to plant explosives.
  "
Suitcases of $15M in cash from Qatar bring relief for Gaza,,"
      After months of negotiations, Qatar has delivered $15 million to Gaza, with the intention of paying salaries for Gaza’s civil servants and easing the humanitarian situation.
  
      The money, sent by cash in three large suitcases, was brought into Gaza through Israel on Thursday by Qatar’s envoy to Gaza, Mohamed Al Emadi.
  
      Public broadcaster Israel TV was the first to show a picture of the suitcases and a government source with knowledge of the matter confirmed the picture’s authenticity.
  "
Macron rebukes Trump's isolationist message,,"
      French President Emmanuel Macron delivered a fiery rebuke of US policies under President Donald Trump at the UN General Assembly Tuesday, signaling that he is ready to take up the mantle of global leadership usually assumed by a US leader. 
  "
The boy who taught me about war and peace,,"
  Editor’s Note: Ariel Dorfman, the Chilean-American author of “Death and the Maiden,” along with a wide variety of other plays, fiction, poetry and essays, is the Walter Hines Page Professor Emeritus of Literature at Duke University. His most recent book is “"
Young people are showing up for democracy,,"
  Editor’s Note: George J. Mitchell is a former US senator and Senate majority leader. A Democrat, he has served as the US special envoy for Middle East peace, the vice chairman of the 9/11 Commission, and US special envoy for Northern Ireland. He is on the advisory board of Seeds of Peace. The views expressed in this commentary are his own. View more "
"At UN, Trump will make one change to his list of bad boys",,"
  Editor’s Note: Samantha Vinograd is a CNN national security analyst. She was on President Barack Obama’s National Security Council from 2009 to 2013 and at the Treasury Department under President George W. Bush. Follow her "
"Gaza rocket hits Israeli city, prompting Israeli air strikes in retaliation",,"
      A rocket fired from Gaza struck a home in the city of Beer Sheva in southern Israel early Wednesday, according to the Israeli military and Israel police.
  
      Footage from Israel Channel 10 showed damage to the fence and yard of the home. No injuries were reported. A second rocket landed off the coast of central Israel, Israel Defense Forces (IDF) Lt. Col. Jonathan Conricus said.
  
      Israel’s air force began striking targets in Gaza a few hours after the rocket launch, according to a statement from the Israeli military.
  "
Airbnb removes Israeli West Bank settlements listings,,"
      Airbnb has announced that it is removing listings of rentals in Israeli settlements in the West Bank, saying they are “at the core of the dispute between Israelis and Palestinians.”
  
      In a press release issued Monday, the company said the decision would affect some 200 Airbnb listings.
  
      “We are most certainly not the experts when it comes to the historical disputes in this region. Our team has wrestled with this issue and we have struggled to come up with the right approach,” the statement said.
  "
'I'm scared for the future of my baby here': French Jews live in fear amid rising anti-Semitic acts,,"
      In a Parisian suburb, Myriam sits at her parents’ dinner table, the Shabbat candles flickering before her. Together with her husband and newborn son she takes stock of the painful week she’s had. It’s a regular conversation for many French Jews. 
  
      Myriam, who did not want to give her last name over fears for her own safety, questions whether France is a country where her family can prosper, a place they can still call home.   
  
      According to the Jewish Agency for Israel, 55,000 French Jews have left the country since the year 2000.
  "
