title,time,content
<h1>Israeli guard slept through Palestinian prisoners’ escape: Probe</h1>,Published On 7 Sep 2021,"An initial investigation into the escape of six Palestinian prisoners who tunnelled out of a high-security Israeli prison shows that surveillance cameras recorded the moment the men exited the tunnel, but none of the guards in the control room noticed."
<h1>Helping hand: Israeli forces in the service of Jewish settlers</h1>,Published On 30 Aug 2021, The villagers of Urif live in fear for their lives and property as illegal settlers on a nearby hill – and the Israeli forces backing them – continue to terrorise the area.
<h1>Israeli forces launch manhunt as 6 Palestinians escape prison</h1>,Published On 8 Sep 2021,Israeli forces have launched a massive manhunt after six Palestinian prisoners escaped from a high-security prison in northern Israel on Monday. Edited by Seena Khalil.
<h1>Israeli police say two more Palestinian prison escapees caught</h1>,Published On 10 Sep 2021,Israeli police on Saturday said they arrested four of the six Palestinians who broke out of a maximum-security prison this week.
<h1>Palestinian families of escaped prisoners targeted by Israelis</h1>,Published On 8 Sep 2021, – Israeli forces are arresting relatives of Palestinian prisoners on the run after their brazen escape from a high-security prison in Israel.
<h1>Palestinians vow to fight Israeli forces if they raid Jenin camp</h1>,Published On 8 Sep 2021, – Members of the Palestinian Islamic Jihad group said they will fight Israeli forces if they enter the Jenin refugee camp in search of six Palestinian prisoners who escaped from a high-security Israeli prison.
<h1>Israel attacks solidarity protests for escaped Palestinians</h1>,Published On 9 Sep 2021,Dozens of Palestinians in the occupied West Bank have been wounded in confrontations with Israeli soldiers while protesting in solidarity with six Palestinian men who managed to
<h1>Palestinian teen describes brutal Israeli settler attack</h1>,Published On 10 Sep 2021,"More than two weeks after he was attacked, Tareq Zubeidi still spends most of his time in bed, too scared to leave home even if the wounds on his feet allowed him to walk normally."
<h1>Palestinians hold ‘day of rage’ solidarity protests for escapees</h1>,Published On 10 Sep 2021," Palestinians across the occupied West Bank and East Jerusalem are gathering for a day of rage on Friday in support of the six Palestinian prisoners, who escaped from an Israeli prison, heeding the call of Hamas and other Palestinian resistance groups."
<h1>Israeli police officer shot at Gaza border protest dies</h1>,Published On 30 Aug 2021,"An Israeli special forces officer shot during confrontations with Palestinians along the perimeter fence with the besieged Gaza Strip nine days ago has died of his wounds, Israeli police said."
<h1>Israel hits Hamas sites in Gaza over a rocket firing: Military</h1>,Published On 11 Sep 2021,"Israeli fighter jets have hit Hamas sites in Gaza in response to rocket firing towards Israel on Friday evening, an Israeli army spokesman said in a social media post."
<h1>#PalestinianPrisoners: This is not the time to despair</h1>,Published On 12 Sep 2021,"For four days, Palestinians inside Palestine and living in exile in the diaspora were euphoric. In an act of extraordinary creativity and determination, six brave Palestinian political prisoners tunnelled their way out of an Israeli maximum-security prison."
<h1>Infographic: How many Palestinians are imprisoned by Israel?</h1>,Published On 13 Sep 2021,"Six Palestinian prisoners broke out of Gilboa jail, a maximum-security prison about 4km (2.5 miles) from the boundary with the occupied West Bank, on September 6."
<h1>What fate awaits the rearrested Palestinian prisoners?</h1>,Published On 13 Sep 2021," – The four recaptured Palestinian prisoners – who broke out of an Israeli prison last week – are likely to face additional prison time and harsh punitive measures, according to lawyers."
<h1>‘Can’t feel optimistic’: Gaza Palestinians struggle after Israeli offensive</h1>,Published On 13 Sep 2021," – For four months since it was bombed, Ahmad Alzaem has avoided passing by the levelled "
<h1>Israeli firm introduces armed combat drone to patrol borders</h1>,Published On 13 Sep 2021,"Israeli state-owned defence contractor Israel Aerospace Industries has unveiled a remote-controlled armed robot it says can patrol battle zones, track infiltrators and open fire."
"<h1>UN to distribute cash aid to Gaza families, envoy says</h1>",Published On 12 Sep 2021,"The United Nations will begin on Monday to distribute cash aid to thousands of poor families in the besieged Gaza Strip under a programme funded by Qatar, the UN Middle East envoy has said."
<h1>Israel hits Hamas targets in Gaza as hostilities escalate</h1>,Published On 13 Sep 2021,"Israeli aircraft have hit several targets in the besieged Gaza Strip after rocket launches towards Israel, marking the third consecutive night of hostilities."
<h1>Fears for Palestinian hunger strikers protesting imprisonment</h1>,Published On 14 Sep 2021, – Tensions have been building for months but the situation could soon explode as anger over Israel’s treatment of Palestinian prisoners reaches boiling point.
"<h1>Israeli blockade on Gaza eases, but residents are not hopeful</h1>",Published On 12 Sep 2021," – “It really changes nothing for us,” says Palestinian fisherman Khaled al-Habil. “Since we don’t have the spare parts we need for maintenance and repair, most boats can’t even go that far.”"
<h1>Jewish anti-Zionist to plead his case for asylum in the UK</h1>,Published On 16 Sep 2021,"A 21-year-old Jewish anti-Zionist, who fled Israel in 2017, is pleading his case for asylum in the UK."
"<h1>Israel, Egypt leaders meet to de-escalate Gaza tensions</h1>",Published On 14 Sep 2021, – The 
<h1>My generation can liberate Palestine and end the occupation</h1>,Published On 14 Sep 2021,"Not many people across the world know what life is like for Palestinian children, how unsafe we feel in our homes and what we go through every single day because of the Israeli occupation."
<h1>‘Re-arrested Palestinian prisoner has been tortured’: Lawyer</h1>,Published On 15 Sep 2021," – At least one of the four re-arrested Palestinian political prisoners has told his lawyer he is being subjected to physical and mental abuse and torture by Israeli interrogators, in their first meeting since being taken into custody last week."
<h1>Qatar resumes aid to thousands of Gaza families</h1>,Published On 15 Sep 2021,"Qatar has resumed its distribution of aid to the besieged Gaza Strip for the first time since an escalation in violence in May between Israel and Hamas, the Palestinian group that governs the territory."
<h1>Last two escaped Palestinian prisoners surrender to Israel forces</h1>,Published On 19 Sep 2021,Israel says it captured the last two Palestinian prisoners who escaped from a maximum-security prison more than 10 days ago.
"<h1>It is time Israel, the West admit the two-state solution is dead</h1>",Published On 19 Sep 2021,"In August, the influential US magazine Foreign Affairs carried out a survey on the two-state solution in Palestine among “authorities with specialized expertise together with leading generalists in the field”. It asked the question “is the two-state solution to the Israeli-Palestinian conflict no longer viable?” to which the 64 experts were supposed to indicate their agreement or disagreement and explain their stance with a brief comment."
<h1>Four Stories of Resistance</h1>,Published On 15 Sep 2021,“They make sure they are doing everything possible to make us leave.”
<h1>Israel carries out mass arrests of Palestinians after jailbreak</h1>,Published On 19 Sep 2021, – Israeli forces have detained dozens of Palestinians in recent days in a campaign of mass arrests in response to an embarrassing high-security prison escape earlier this month.
<h1>Sheikh Jarrah’s El-Kurd twins make TIME top 100 list</h1>,Published On 15 Sep 2021,Palestinian rights activists 
"<h1 class=""gallery-header__heading"">Spoons become a new symbol of Palestinian resistance</h1>",Published On 19 Sep 2021,In Pictures
<h1>Shock and pride: Palestinians react to re-arrest of ‘heroes’</h1>,Published On 20 Sep 2021, Residents of Ramallah in the occupied West Bank say they are shocked over the news of Israeli occupation forces rearresting the last two Palestinian detainees who broke out of prison earlier this month.
<h1>Palestinian children traumatised by Israeli home invasions</h1>,Published On 23 Sep 2021," Nidal Rajabe says his children are traumatised and in a permanent state of fear as his family home in Silwan, occupied East Jerusalem has been invaded several times by Israeli security forces."
<h1>US Democrats introduce bill backing ‘end to Israel’s occupation’</h1>,Published On 23 Sep 2021, Democratic Party legislators in the United States have introduced a bill affirming support for the two-state solution and calling for “robust oversight” on US aid to Israel to ensure it is not used in human rights violations.
<h1>Abbas gives Israel ‘one year’ to leave Palestinian territory</h1>,Published On 25 Sep 2021,Palestinian President Mahmoud Abbas has given Israel one year to withdraw from occupied territory and threatened to withdraw recognition Israel if it failed to do so.
<h1>Israeli troops kill Palestinian in occupied West Bank: Ministry</h1>,Published On 24 Sep 2021,"Israeli troops shot and killed a Palestinian man and wounded several others during confrontations at a protest against illegal Israeli settlements in the occupied West Bank, the Palestinian health ministry and medics have said."
<h1>‘Release or death’: Palestinian in Israeli jail stops medication</h1>,Published On 24 Sep 2021," For the past week, Palestinian prisoner Amin Shweiki, 61, has refused to take his insulin injections in protest against his months-long imprisonment without trial or formal charges."
<h1>Israel accused of negligence as former Palestinian prisoner dies</h1>,Published On 23 Sep 2021," Former Palestinian prisoner Hussein Masalmah has died, seven months after being released from Israeli custody due to illness related to leukaemia, with Palestinian officials accusing Israeli authorities of “medical negligence” over his case."
<h1>Gaza reconstruction to start by October after $1bn pledged</h1>,Published On 25 Sep 2021, – The first phase of the reconstruction process will soon begin in the Gaza Strip four months after Israel’s deadly offensive.
<h1>Israeli forces kill three Palestinians in separate incidents</h1>,Published On 30 Sep 2021,"Israeli forces have shot and killed three Palestinians in separate incidents in the occupied West Bank village of Burqin, in the Old City of Jerusalem, and in the Gaza Strip."
<h1>Gaza: 60-Minute Warning</h1>,Published On 29 Sep 2021,Video inside Gaza towers shows residents and workers counting down to an Israeli missile attack while evacuating.
<h1>UN agency says it needs $800m a year to assist Palestinians</h1>,Published On 1 Oct 2021,"The United Nations Relief and Works Agency for Palestine Refugees (UNRWA) said it will seek a new injection of funds at an upcoming donor conference, after it withstood years of financial instability during the administration of former United States President Donald Trump."
<h1>Rearrested Palestinian prisoner begins hunger strike</h1>,Published On 5 Oct 2021,"Rearrested Palestinian prisoner Mohammad al-Ardah, one of six prisoners who broke out of an Israeli jail last month, has begun an open-ended hunger strike against what his lawyers "
<h1>October 2000 vs May 2021: How Palestinians defied fragmentation</h1>,Published On 4 Oct 2021,"During the first eight days of October 2000, Israeli forces shot dead 13 unarmed young Palestinian men during mass protests inside Israel (referred to as the 1948-occupied territories by Palestinians)."
<h1>Israel formally charges six recaptured Palestinian prisoners</h1>,Published On 3 Oct 2021,The six recaptured Palestinian political prisoners who tunnelled out of a high-security Israeli prison last month were formally indicted on Sunday.
<h1>Israeli settlers take over home in Jerusalem’s Silwan</h1>,Published On 7 Oct 2021,"Israeli settlers from the Elad settler group have taken over a Palestinian home in the Silwan neighbourhood, south of the Old City of Jerusalem."
<h1>Palestinians reject Israeli ruling on Jewish prayer at Al-Aqsa</h1>,Published On 7 Oct 2021,A landmark ruling by an Israeli court in favour of Jews praying at the 
<h1>Rights groups to PayPal: End discrimination against Palestinians</h1>,Published On 7 Oct 2021, Palestinian and international rights groups have renewed a campaign demanding that digital payment giant PayPal stop excluding millions of Palestinians from accessing its services.
<h1>Palestinian factions in Gaza call to end latest UNRWA-US deal</h1>,Published On 5 Oct 2021," Palestinians in the besieged Gaza Strip called for the scrapping of an agreement between the US and the United Nation’s agency for Palestinian refugees, saying the deal violates many of their rights."
<h1>Sally Rooney rejects Israeli translation offer in support of BDS</h1>,Published On 12 Oct 2021,Irish author Sally Rooney has rejected a bid by an Israeli publishing company to translate her latest novel into Hebrew due to her stance on the Israel-Palestine conflict.
<h1>Israeli judge upholds ban on Jewish prayer at Al-Aqsa compound</h1>,Published On 8 Oct 2021,"An Israeli court has upheld a ban on Jewish prayer at Jerusalem’s Al-Aqsa Mosque compound, overturning a lower court’s decision that had "
<h1>Palestinian village target of settler attacks and land theft</h1>,Published On 10 Oct 2021," The small Palestinian village of Kisan, nestled atop the rugged, picturesque hills of the occupied West Bank, has faced intensified Israeli land theft and settler attacks in recent months."
<h1>Gaza’s undrinkable water ‘slowly poisoning’ Palestinians</h1>,Published On 12 Oct 2021, The water crisis in the Gaza Strip affects every one of the coastal enclave’s two million inhabitants.
<h1>Five Palestinians killed by Israeli forces in occupied West Bank</h1>,Published On 26 Sep 2021,Five Palestinians have been killed by the Israeli army during overnight military raids that led to armed confrontations on Sunday in the Jenin and Jerusalem areas of the occupied West Bank.
<h1>Palestinian village pledges to struggle ‘until land is returned’</h1>,Published On 28 Sep 2021," This village in the northern occupied West Bank has held protests every weekend for the past 10 years against the expropriation of nearly 1,000 acres (405 hectares) of land for an illegal Israeli settlement."
<h1>Palestinian Islamic Jihad prisoners announce hunger strike</h1>,Published On 13 Oct 2021,"The Palestinian Islamic Jihad movement has announced the start of a mass hunger strike by its prisoners held in Israeli jails, in refusal of the punitive measures imposed on them following the escape of six Palestinians from Gilboa prison last month."
<h1>Israel says FIFA wants it to host 2030 World Cup with neighbours</h1>,Published On 13 Oct 2021,"FIFA President Gianni Infantino has suggested Israel co-host the 2030 World Cup along with other regional states, the office of Israeli Prime Minister Naftali Bennett has said following a meeting on Tuesday."
<h1>Occupied West Bank: When a walk to school is fraught with fear</h1>,Published On 13 Oct 2021," Travelling to and from school is a normal, relatively straightforward activity for most children across the world."
<h1>Palestine olive harvest: Campaign begins to protect farmers</h1>,Published On 13 Oct 2021," As olive harvest season sets in Palestine, a 10-day campaign to aid and protect farmers has been launched in areas considered to be at high risk of Israeli settler attacks."
<h1>Israel approves building plan in illegal Jerusalem settlement</h1>,Published On 14 Oct 2021," – Israeli occupation authorities in Jerusalem have approved a plan to build housing units in an illegal settlement on the Palestinian area of Khirbet Tabalya, southwest of the city."
<h1>Violent Israeli raids in occupied East Jerusalem wound dozens</h1>,Published On 19 Oct 2021,Israeli forces have raided Damascus Gate and surrounding streets in occupied East Jerusalem for the second day in a row during a Palestinian national holiday for the Prophet Muhammad’s birthday.
<h1>Settler attacks wreak havoc on Palestinians during olive harvest</h1>,Published On 17 Oct 2021," Israeli settlers have committed violent, daily attacks against Palestinian villages and residents harvesting their olive trees over the past week."
<h1>Infographic: Palestine’s olive industry</h1>,Published On 14 Oct 2021,Olive harvest season is under way across the occupied Palestinian territories.
<h1>Beita residents reach lands for first time since settler takeover</h1>,Published On 11 Oct 2021,"For the first time since it was taken over by Israeli settlers, hundreds of Palestinians from this besieged village managed to reach their confiscated land."
<h1>Palestine underground: A new face for local radio</h1>,Published On 20 Oct 2021,"Hunched down in front of a DJ console, Yousef Anastas assiduously manages the decks, preparing the mix and adjusting the atmospherics of the ambient track he is playing. It is haunting and trance-like: the drone-like synthesiser he has programmed melds into the repeated strumming of an oud – a Middle Eastern stringed instrument – with increasing intensity. It feels as if it is urgently attempting to break free within the mix. It seems like an apt sonic metaphor for life in the 33-year-old’s native Palestine."
<h1>Fears of a Hamas takeover of the West Bank are exaggerated</h1>,Published On 23 Oct 2021,"Over the past few months, there has been an escalation of violence in the occupied West Bank. Armed clashes between Palestinians and the Israeli army in Jenin and Jerusalem and elsewhere have resulted in the deaths of several Palestinian fighters and civilians and the injuries of several soldiers from the Israeli occupation forces. There have been also stabbings, car-ramming attacks, and shootings at different locations targeting Israeli soldiers and settlers."
<h1>Palestinians demand mobilisation to save hunger-strike prisoners</h1>,Published On 20 Oct 2021," Dozens of Palestinians staged a protest at the al-Manara Square in downtown Ramallah on Wednesday, calling for the release of six prisoners on hunger strike in Israeli jails, some of whom are at imminent risk of death."
<h1>Why Israel is trying to criminalise Palestinian civil society</h1>,Published On 24 Oct 2021,"On October 22, the Israeli defence ministry issued a military order designating six Palestinian NGOs as “terrorist organisations”. The six targeted organisations are: Addameer Prisoner Support and Human Rights Association, Al-Haq, Bisan Center for Research and Development, Defense for Children International-Palestine (DCI-P), the Union of Agricultural Work Committees (UAWC), and the Union of Palestinian Women’s Committees (UPWC)."
<h1>Palestinians condemn Israeli bill giving broad powers to police</h1>,Published On 19 Oct 2021," Israel is taking steps towards over-policing and increasing its surveillance of the Palestinian population inside its 1949-borders under the pretext of curbing the high crime rate within the community, Palestinians say."
<h1>Outcry as Israel labels Palestinian rights groups ‘terrorists’</h1>,Published On 22 Oct 2021,"Israel has issued a military order designating six prominent Palestinian human rights groups as “terrorist organisations”, in a move swiftly condemned by the Palestinian Authority, rights groups, and the United Nations."
"<h1>Samaritan Weddings: Signed, Sealed, Delivered</h1>",Published On 20 Oct 2021,A Samaritan community in the occupied West Bank has more men than women so hopes Ukraine can solve its marriage crisis.
"<h1>Israel to build 1,300 settlement units in occupied West Bank</h1>",Published On 24 Oct 2021,"Israel has announced plans to build more residences for Jewish settlers in the occupied West Bank, drawing immediate condemnation from Palestinians, peace activists and neighbouring Jordan."
<h1>Silwan: Palestinian neighbourhood turns into a nightly warzone</h1>,Published On 25 Oct 2021," Every night, the Palestinian neighbourhood of Silwan turns into a warzone as youths confront the Israeli army, Palestinian homes are raided and ransacked, young men and children arrested, shot at, and assaulted."
<h1>Israel envoy to visit US after NGOs labelled ‘terrorists’</h1>,Published On 26 Oct 2021,"Israel will send an envoy to Washington, DC, to explain its decision last week to "
<h1>Settler attacks leave Palestinian farmers with financial losses</h1>,Published On 27 Oct 2021,"Zuhdi Hassan has farmed his land in Salfit governate in the Israeli-occupied West Bank for decades, but this year has been especially bad for him."
<h1>Palestinians in Gaza call to save seven hunger-striking prisoners</h1>,Published On 25 Oct 2021, Dozens of Palestinians staged a sit-in in solidarity with seven prisoners on a hunger strike in Israeli jails protesting their “administrative detention”.
<h1>‘Not a life’: Israel keeps many Palestinians without legal status</h1>,Published On 26 Oct 2021," A thick cloud of frustration, sadness and anger hung over dozens of undocumented Palestinians who rushed to the Ministry of Civil Affairs in Ramallah last week after hearing Israel had approved requests to grant legal status."
"<h1>Israel approves about 3,000 settler homes in occupied West Bank</h1>",Published On 28 Oct 2021,"Palestinians have condemned Israel’s approval of about 3,000 new settler homes in the occupied West Bank."
"<h1 class=""gallery-header__heading"">Palestinians unveil huge restored mosaic in Jericho</h1>",Published On 29 Oct 2021,In Pictures
<h1>Why is Israel labelling Palestinian rights groups ‘terrorists’?</h1>,Published On 28 Oct 2021,"On October 22, Israel designated six prominent civil society and human rights groups in Palestine as “terrorist” organisations."
<h1>Nizar Banat family to seek international justice ‘if necessary’</h1>,Published On 24 Oct 2021,"– The family of Nizar Banat, a fierce critic of the Palestinian Authority (PA) who was allegedly beaten to death by its security forces in May, has resolved to seek international justice if necessary despite coming under heavy pressure to drop the legal fight."
<h1>Thirty years of sham ‘peace process’</h1>,Published On 1 Nov 2021,"Between October 30 and November 1, 1991, a so-called “peace conference” sponsored by the United States and the Soviet Union was held in Madrid to address the Palestinian-Israeli conflict. In attendance were delegates from Israel, Palestine, Jordan, Lebanon and Syria, as well as the two sponsors and the host, Spain. It was the first time the Palestinians and Israelis would be involved in direct negotiations."
<h1>Israel approves Palestinian homes after advancing settlements</h1>,Published On 1 Nov 2021,"Israel has advanced plans to build slightly more than 1,300 homes for Palestinians in the occupied West Bank, an official said, days after endorsing more than 3,000 homes in illegal settlements."
"<h1>Even in death, Palestinians suffer obscene indignities</h1>",Published On 1 Nov 2021,"Even in death, Palestinians, it seems, have no respite from Israeli officials intent on stripping them of their dignity and humanity."
<h1>New platform documents digital censorship of Palestinians</h1>,Published On 2 Nov 2021, A new open-source online platform has been launched to centralise digital rights violations and censorship by social media companies against Palestinians and Palestine-related content.
<h1>Palestinians vow to defend graves in Jerusalem cemetery</h1>,Published On 31 Oct 2021," A few metres away from the Al-Aqsa Mosque compound’s eastern walls lies the centuries-old Al-Yousufiya Cemetery, also known as the Bab al-Asbat (Lion’s Gate) Cemetery."
<h1>Israeli hyperbole: The art of deception</h1>,Published On 9 Nov 2021,"Israeli hyperbole is as old as the Israeli state. It is tautological, serving as the raison d’être and modus operandi of Israel, the garrison state. It is farcical, fantastical, and also dangerous in the way it surpasses mere rhetoric to shape the country’s strategy in Palestine and the Middle East in general."
<h1>Israeli forces kill Palestinian boy in occupied West Bank</h1>,Published On 5 Nov 2021,"Israeli troops have shot and killed a 13-year-old Palestinian boy during weekly protests against the expansion of illegal settlements in the occupied West Bank, according to Palestinian officials."
"<h1>As Israel threatens power cuts, how can Palestine pay its bills?</h1>",Published On 5 Nov 2021,"The Palestinian Authority’s finances are at a “breaking point”, a United Nations official warned on October 20th. But that didn’t stop Israel’s state-owned electric company from "
"<h1>Palestinian Bedouins in Hebron face demolitions, settler attacks</h1>",Published On 6 Nov 2021, The Israeli High Court of Justice is expected to decide over the next month whether an area in the occupied West Bank – where Palestinian Bedouin communities have resided long before the Israeli occupation – will continue to be used for military purposes.
<h1>Palestinians in Gaza mark 104 years since Balfour Declaration</h1>,Published On 2 Nov 2021, Dozens of Palestinians have taken part in a protest at the Jablia refugee camp in the besieged Gaza Strip to demand the United Kingdom recognise an independent Palestinian state.
<h1>Jerusalem: Palestinians at risk of displacement due to demolition</h1>,Published On 9 Nov 2021," Some 70 Palestinians, about half of whom are children, are at risk of forced displacement in the Jerusalem neighbourhood of al-Tur as they await an Israeli court decision over the fate of their five-storey residential building."
<h1>Sheikh Jarrah families reject ‘unjust’ deal with Israeli settlers</h1>,Published On 2 Nov 2021,Palestinians facing forced displacement from a flashpoint neighbourhood in occupied East Jerusalem have rejected a deal that would have seen them accept the temporary ownership of their homes by an Israeli settler organisation.
<h1>An open letter to Sally Rooney from Gaza</h1>,Published On 10 Nov 2021,"Dearest Ms Rooney,"
<h1>Sheikh Jarrah families ‘determined’ despite lingering uncertainty</h1>,Published On 11 Nov 2021, Palestinian residents of Sheikh Jarrah neighbourhood continue to live with uncertainty as the Israeli Supreme Court is expected to decide on the status of land where they have lived for generations.
<h1>UNRWA chief seeks funding to avert financial collapse</h1>,Published On 8 Nov 2021,The head of the United Nation’s aid agency for Palestinian refugees has warned that the organisation is in the “danger zone” and faces potential collapse.
<h1>The little boat that could</h1>,Published On 16 Nov 2021,It is a rare thing that Israel is forced to admit that it has broken the law and has to pay for it.
<h1>450 settler attacks on Palestinians in two years: Israeli NGO</h1>,Published On 14 Nov 2021,"An Israeli rights group has said it documented 451 incidents of settler violence on Palestinians since early 2020, with Israeli forces not intervening to stop the attacks in the majority of cases."
<h1>Israeli forces kill Palestinian man in occupied West Bank</h1>,Published On 16 Nov 2021,"Israeli forces have shot dead a 26-year-old man in the northern occupied West Bank city of Tubas after a confrontation broke out during a raid early on Tuesday, Palestinian medics said."
<h1>Palestinian rights activists defiant over Israeli spyware hacks</h1>,Published On 14 Nov 2021, Palestinian civil society employees and political activists say they are determined to continue their work despite the criminalisation of their organisations by Israel and the hacking of their phones with Pegasus spyware developed by Israeli company NSO Group.
<h1>EU-funded Palestinian school faces Israeli demolition</h1>,Published On 17 Nov 2021," On the road between the Palestinian city of Tubas and the northern Jordan Valley in the occupied West Bank, sits the makeshift elementary school of Wadi al-Maleh."
"<h1 data-parallax-factor=""1.5"" class=""display-head font900 text-center text-white text-stroke color-change-sub"">
            2021 FIFA Arab Cup
          </h1>,<h1 data-parallax-factor=""1.5"" class=""display-head font900 text-center text-white text-stroke color-change-sub"">
            How the teams compare
          </h1>,<h1 data-parallax-factor=""1.5"" class=""display-head font900 text-center text-white text-stroke color-change-sub"">
          The players
          </h1>",,
<h1>Palestinian prisoner from Gaza dies in Israeli custody</h1>,Published On 18 Nov 2021," Palestinian prisoner Sami Umour, 39, died in Israeli custody at Soroka Hospital in the Naqab on Thursday."
<h1>Hamas reacts with fury as Britain moves to ban group</h1>,Published On 19 Nov 2021,Hamas has condemned a move by Britain towards banning the group as a terrorist organisation which could see supporters of the Palestinian movement face up to 14 years in prison.
"<h1>Qatar, Egypt agree to supply fuel and building materials to Gaza</h1>",Published On 17 Nov 2021,Qatar and Egypt have signed agreements to supply fuel and basic building materials to the 
<h1>Israel returns wrong body to killed Palestinian teenager’s family</h1>,Published On 20 Nov 2021,"Israeli soldiers have returned the remains of a Palestinian teenager who was killed in October in the occupied West Bank, only to be told by the family that it was the body of someone else."
<h1>Palestine festival fetes films on life under Israeli occupation</h1>,Published On 19 Nov 2021,"Curtains came down on the eighth edition of the Palestinian film festival, with the final screening for the winning films focusing on life under Israeli occupation and in exile taking place earlier this week in the occupied West Bank city of Ramallah."
<h1>When Israel invades your home</h1>,Published On 23 Nov 2021,"Cruelty, when considered in the abstract, can lose its potency."
"<h1>Palestinian, Israeli killed in Jerusalem shooting</h1>",Published On 21 Nov 2021,"Israeli forces have killed a Palestinian man after he carried out a shooting and stabbing attack that killed an Israeli and wounded three other people, including two police officers."
<h1>Mass surveillance fuels oppression of Uighurs and Palestinians</h1>,Published On 24 Nov 2021,Tech-enabled control of a persecuted population. Abusive facial recognition. Severe restrictions on movement. Branding peaceful dissent as “terrorism”.
<h1>Family of Palestinian boy killed by Israeli forces speaks out</h1>,Published On 24 Nov 2021,15-year-old Mohammed Daadas was shot and killed by Israeli forces while protesting illegal settlements in the occupied West Bank earlier this month. His mother says ‘the world needs to wake up’.
<h1>Palestinian families face new Israeli demolition threat in Silwan</h1>,Published On 24 Nov 2021,About 84 Palestinian homes in the Wadi Yasoul neighbourhood of Silwan in occupied East Jerusalem are facing demolition to make way for enlarging an Israeli national park in the area.
<h1>Palestinians decry Israeli plan for settlements near Jerusalem</h1>,Published On 25 Nov 2021,"Israel has given initial approval to a plan that would expand Jerusalem’s municipal boundaries by building thousands of new illegal settlement homes in occupied East Jerusalem, drawing a Palestinian demand that Washington intervene."
<h1>The UK government is on the wrong side of history… again</h1>,Published On 25 Nov 2021,"On November 19, British Home Secretary Priti Patel "
<h1>A Palestinian Israeli Crime Wave</h1>,Published On 24 Nov 2021,The little-known story of Palestinian Israeli crime gangs and the questions it raises about the Israeli police response.
<h1>World squash event in Malaysia axed after Israelis barred</h1>,Published On 30 Nov 2021,"A major squash tournament in Malaysia has been cancelled, the sport’s governing body has said after the Southeast Asian country refused to grant visas to an Israeli team."
<h1>Middle East Stories</h1>,Published On 30 Nov 2021,"From Lebanon to Palestine, Portal highlights the best Middle East content from Al Jazeera digital."
<h1>UN agency for Palestinian refugees faces funding crisis</h1>,Published On 30 Nov 2021,"The head of the United Nations agency for Palestinian refugees has said it was unable to pay its 28,000 employees on time this month because of a major funding crisis, warning of potential cuts in vital services to millions of people amid a global pandemic."
"<h1>Israeli wounded in East Jerusalem stabbing, assailant killed</h1>",Published On 4 Dec 2021,Israeli security forces shot dead a Palestinian in occupied East Jerusalem after he stabbed an Israeli civilian and tried to attack police.
<h1>Palestinians launch first national amputee football team in Gaza</h1>,Published On 3 Dec 2021,Palestine’s first-ever amputee football team was launched in Gaza City on Friday to coincide with International Day for People with Disabilities.
<h1>Palestine: Femicide highlights need for domestic violence law</h1>,Published On 29 Nov 2021," In the early hours of November 22, Sabreen Yasser Khweira, a 30-year-old mother of four, was allegedly stabbed to death by her husband in a small Palestinian village on the outskirts of Ramallah."
"<h1>Palestine hoping for economic, tourism revival through Expo 2020</h1>",Published On 6 Dec 2021," – At the Expo 2020 Dubai, organisers of the Palestine pavilion term the state “a deeply historic land with ancient buildings”, adding that “along with its burgeoning tourism, it has a busy manufacturing sector and there are many opportunities for investment”."
<h1>Israel releases ex-prisoner weeks after ending hunger strike</h1>,Published On 5 Dec 2021,"Israeli authorities have freed a prominent Palestinian prisoner, two weeks after reaching a release deal that ended his marathon 131-day hunger strike, a prisoner rights group has said."
<h1>Hunger strikes show the history of Irish-Palestinian solidarity</h1>,Published On 3 Dec 2021,"During the 11-day Israeli assault on the Gaza Strip in May, which claimed the lives of 254 Palestinians, including 66 children, acts of solidarity were staged around the world. But, perhaps, none was as significant as that which took place in Ireland. On May 26, the Irish parliament passed a resolution condemning Israel’s "
<h1>Palestinian Authority struggles to pay public employees</h1>,Published On 2 Dec 2021," After years of economic stagnation, authorities in the occupied West Bank say they are struggling to pay salaries for public employees, as soaring inflation, dwindling donor aid and Israel’s withholding of vital tax revenues strangle the Palestinian Authority’s (PA) already crippled budget."
<h1>Hebron: Israeli president visit overlooks violent settler control</h1>,Published On 1 Dec 2021,–  Several busloads of left-wing Israeli activists headed to the occupied West Bank city of Hebron this week but were prevented by the Israeli army from reaching it.
<h1>Israel completes ‘iron wall’ underground Gaza barrier</h1>,Published On 7 Dec 2021,"Israel has announced the completion of a sensor-equipped underground wall on its side of Gaza, a countermeasure developed after Hamas used tunnels to repel its troops during a 2014 invasion of the besieged Palestinian territory."
<h1>Palestinian minor killed by Israel army after alleged car ramming</h1>,Published On 6 Dec 2021,The Israeli army has shot and killed a Palestinian minor after he allegedly drove his car into a military checkpoint in the northern occupied West Bank.
<h1>Israel delays major settlement plan for occupied East Jerusalem</h1>,Published On 6 Dec 2021,An Israeli state planning committee has delayed granting further approval of a major settlement project in occupied East Jerusalem that has drawn American concern along with Palestinian condemnation.
